AYGR   03 21 038
AYHK   12 30 133
AYKM   14 32 146
AYKR   16 34 160
AYKV   12 30 125
AYLE   02 20 029
AYMD   07 25 075
AYMH   12 30 121
AYMH   08 26 085
AYMN   17 35 173
AYMO   16 34 161
AYNZ   09 27 095
AYPY   14L32R148
AYPY   14R32L142
AYTK   10 28 106
AYVL   14 32 143
AYVN   12 30 130
AYWD   14 32 139
AYWK   10 28 104
AYYZ   21 03 213
AZ82   03 21 041
B01    16 34 143
BA-000301 19 010
BE-005204 22 039
BE-005407 25 070
BG-016511 29 105
BG-016611 29 110
BG-016711 29 113
BG-016808 26 086
BG-016909 27 095
BG-017007 25 072
BG-017110 28 103
BG-017211 29 114
BG-017310 28 098
BG-017417 35 167
BG-017502 20 023
BG-017603 21 037
BG-017710 28 101
BG-017815 33 158
BG-017905 23 056
BG-JAM 12 30 119
BGBW   06 24 041
BGCO   18 36 157
BGDH   10T28T099
BGSF   09 27 062
BGSS   13 31 103
BGTL   08T26T085
BIAR   01 19 356
BIBD   04 22 028
BIEG   03 21 025
BIGJ   05 23 050
BIGR   17 35 160
BIHN   18 36 168
BIHU   02 20 012
BIIS   07 25 062
BIKF   10 28 104
BIKF   01 19 014
BIKR   01 19 351
BIPA   14 32 119
BIRK   01 19 355
BIRK   13 31 117
BISI   06 24 043
BITN   01 19 003
BIVM   12 30 110
BIVM   03 21 019
BKPR   17 35 176
BR-003210 28 080
BR-003916 34 138
BR-034211 29 090
BR-056915 33 126
BR-074114 32 122
BR-085618 36 159
BR-131111 29 087
BR-140016 34 139
BR-146307 25 070
BR-152611 29 094
BR-1552H08H26058
BR-160312 30 103
BR-165510 28 076
BR-169903 21 022
BR-172002 20 000
BR-173902 20 359
BR-175310 28 082
BR-188111 29 090
BR-190702 20 000
BR-191110 28 090
BR-193516 34 148
BR-193618 36 162
BR-193709 27 076
BR-193814 32 126
BR-194108 26 060
BR-194915 33 137
BR-195203 21 012
BR-195315 33 130
BR-195412 30 103
BR-196211 29 093
BR-215208 26 056
BR-22196  24 038
BR-248914 32 124
BR-277616 34 142
BR-280905 23 035
BR-301903 21 007
BR-323910 28 090
BS-001811 29 108
BW-002217 35 151
BW-003013 31 130
BY-002207 25 077
BZ-000808 26 076
C07    07 25 085
C25    11 29 107
C45    04 22 025
C45    18 36 180
C56    09 27 089
C59    18 36 185
C66    02 20 023
C97    18 36 180
CA-008404 22 045
CA-011805 23 049
CA-015909 27 082
CA-015901 19 355
CA-023815 33 155
CA-023908 26 077
CA-029714 32 135
CA-041214 32 126
CA-043016 34 152
CA-043002 20 012
CA-044303 21 026
CA-044412 30 299
CA-050412 30 124
CA-053436 18 000
CA-087401 19 012
CA-101805 23 037
CA-101909 27 080
CA-101905 23 039
CA-102908 26 104
CA-104312 30 143
CA-1071PADPAD070
CA-109511 29 096
CA-110107 25 056
CA-110815 33 142
CA-110803 21 033
CA-110911T29T106
CA-111012 30 138
CA-115114 32 134
CA-120118 36 184
CA-121717 35 172
CA-124001 19 001
CA-124010 28 088
CA-125602 20 003
CA20   01 19 026
CA42   18 36 194
CA60   16 34 180
CA62   10 28 113
